opportunity_id,sales_agent,manager,regional_office,product,account,sector,office_location,engage_date,close_date,deal_stage,deal_value_proposed,close_value,revenue,employees,sales_cycle_days,is_won,is_closed,close_year_quarter
SYN000148,Marty Marconi,Summer Sewald,Central,GTX Plus Basic,Account_0292,technology,Canada,2025-06-22,2025-09-18,Won,4092.93,4100.7,307872.96,5829,88.0,1,1,2025Q3
SYN000149,Gaston Berthelot,Melvin Marxen,West,GTK Pro,Account_0116,finance,Canada,2025-05-16,2025-09-04,Won,4352.81,4204.28,79906.55,140,111.0,1,1,2025Q3
SYN000150,Marty Everman,Rocco Neubert,East,GTK Pro,Account_0278,technology,United States,2025-05-10,2025-08-05,Lost,3628.09,0.0,130467.83,1418,87.0,0,1,2025Q3
SYN000151,Zane Sturm,Rosalind Dwyer,Central,MG Special,Account_0169,medical,Australia,2023-02-08,2023-05-25,Lost,4836.73,0.0,247903.45,4267,106.0,0,1,2023Q2
SYN000152,Niesha Everman,Dustin Brinkmann,Central,MG Emperor,Account_0465,employment,Australia,2024-08-04,2024-09-15,Lost,2605.98,0.0,172902.68,2368,42.0,0,1,2024Q3
SYN000153,Niesha Hillebrand,Rosalind Dwyer,West,GTK Pro,Account_0202,software,United Kingdom,2023-05-21,2023-08-16,Lost,3610.72,0.0,165288.08,2743,87.0,0,1,2023Q3
SYN000154,Zane Sturm,Rosalind Dwyer,East,GTX Plus Basic,Account_0401,retail,United States,2025-07-12,,Engaging,2829.64,,204380.92,2995,,0,0,
SYN000155,Jonathan Hendon,Rosalind Dwyer,West,GTX Basic,Account_0083,employment,Canada,2024-12-26,2025-02-24,Won,2874.96,2520.56,235985.17,3683,60.0,1,1,2025Q1
SYN000156,Jonathan Marconi,Rocco Neubert,West,GTK 500,Account_0123,retail,Canada,2025-07-09,2025-09-08,Lost,2652.18,0.0,78543.54,167,61.0,0,1,2025Q3
SYN000157,Kary Marconi,Dustin Brinkmann,East,GTX Basic,Account_0370,technology,United States,2022-05-11,2022-08-02,Lost,4020.79,0.0,210309.72,3048,83.0,0,1,2022Q3
SYN000158,Jonathan Everman,Melvin Marxen,East,MG Emperor,Account_0379,finance,Canada,2025-07-23,2025-10-25,Lost,4522.95,0.0,152975.45,2254,94.0,0,1,2025Q4
SYN000159,Gaston Nicholson,Summer Sewald,Central,MG Emperor,Account_0335,medical,Canada,2025-08-13,,Engaging,4791.32,,195366.33,3223,,0,0,
SYN000160,Jonathan Hendon,Rosalind Dwyer,Central,MG Advanced,Account_0188,telecommunications,United States,2022-08-26,2022-11-15,Won,4467.83,3975.74,278919.74,5196,81.0,1,1,2022Q4
SYN000161,Gaston Nicholson,Summer Sewald,Central,GTX Plus Pro,Account_0495,retail,United Kingdom,2024-04-21,2024-06-04,Won,2282.26,2334.27,138756.25,1789,44.0,1,1,2024Q2
SYN000162,Gaston Purl,Melvin Marxen,West,MG Emperor,Account_0190,employment,Australia,2023-03-01,2023-05-07,Won,2964.22,2956.12,257201.33,4615,67.0,1,1,2023Q2
SYN000163,Corliss Marconi,Rocco Neubert,Central,MG Emperor,Account_0057,medical,Australia,2025-08-24,2025-12-02,Won,4311.33,4274.9,150359.73,2312,100.0,1,1,2025Q4
SYN000164,Niesha Cordell,Rosalind Dwyer,West,GTX Plus Basic,Account_0456,services,Australia,2025-11-27,2026-01-25,Won,2948.85,2605.69,140637.67,2196,59.0,1,1,2026Q1
SYN000165,Niesha Gauna,Dustin Brinkmann,East,GTK Pro,Account_0273,employment,Australia,2023-01-06,2023-03-14,Lost,2951.57,0.0,320000.0,5983,67.0,0,1,2023Q1
SYN000166,Niesha Hillebrand,Rosalind Dwyer,Central,MG Emperor,Account_0040,employment,United States,2023-05-23,2023-07-09,Won,2586.97,2630.43,316879.25,5421,47.0,1,1,2023Q3
SYN000167,Gaston Nicholson,Summer Sewald,West,MG Advanced,Account_0037,finance,United States,2023-04-16,2023-07-16,Won,4054.19,3808.42,101690.81,1184,91.0,1,1,2023Q3
SYN000168,Boris Hendon,Summer Sewald,East,MG Emperor,Account_0085,software,Japan,2024-08-08,2024-10-24,Lost,3953.62,0.0,285917.99,5399,77.0,0,1,2024Q4
SYN000169,Niesha Everman,Dustin Brinkmann,East,MG Advanced,Account_0369,medical,Australia,2025-10-12,2026-01-14,Lost,4555.79,0.0,116160.21,870,94.0,0,1,2026Q1
SYN000170,Gaston Grunwald,Rosalind Dwyer,Central,MG Emperor,Account_0207,medical,Australia,2022-08-01,2022-11-28,Lost,4992.48,0.0,307900.13,5215,119.0,0,1,2022Q4
SYN000171,Niesha Cordell,Rosalind Dwyer,East,GTX Plus Pro,Account_0114,technology,United States,2025-03-19,2025-05-30,Won,3935.49,3362.02,178454.04,2820,72.0,1,1,2025Q2
SYN000172,Gaston Purl,Melvin Marxen,West,MG Special,Account_0222,telecommunications,Australia,2022-08-08,2022-11-02,Lost,3898.64,0.0,201685.18,3381,86.0,0,1,2022Q4
SYN000173,Jonathan Marconi,Rocco Neubert,West,GTX Plus Pro,Account_0314,marketing,Japan,2025-10-09,2025-12-22,Won,3201.73,2870.25,215491.8,3056,74.0,1,1,2025Q4
SYN000174,Anna Herrold,Cara Losch,Central,MG Advanced,Account_0454,technology,Germany,2025-05-22,,Engaging,4330.1,,304017.08,5128,,0,0,
SYN000175,Gaston Purl,Melvin Marxen,Central,MG Emperor,Account_0416,entertainment,United Kingdom,2023-07-06,2023-09-30,Lost,3181.59,0.0,196487.9,3097,86.0,0,1,2023Q3
SYN000176,Cassey Marconi,Rocco Neubert,West,GTK 500,Account_0316,technology,United States,2025-02-27,2025-05-16,Lost,3799.22,0.0,130469.31,1713,78.0,0,1,2025Q2
SYN000177,Kami Cordell,Summer Sewald,West,GTK Pro,Account_0052,entertainment,Germany,2024-04-25,2024-07-05,Lost,3516.52,0.0,320000.0,5897,71.0,0,1,2024Q3
SYN000178,Marty Marconi,Summer Sewald,Central,MG Emperor,Account_0286,finance,Japan,2025-08-14,2025-11-16,Won,4497.72,3878.84,148978.23,2388,94.0,1,1,2025Q4
SYN000179,Marty Marconi,Summer Sewald,Central,GTK Pro,Account_0418,software,Germany,2023-07-24,2023-10-15,Won,3207.04,2827.32,73102.1,501,83.0,1,1,2023Q4
SYN000180,Zane Sturm,Rosalind Dwyer,Central,GTK Pro,Account_0358,employment,Germany,2025-12-15,2026-01-23,Lost,2636.39,0.0,93039.45,1132,39.0,0,1,2026Q1
SYN000181,Kami Herrold,Cara Losch,Central,GTX Plus Pro,Account_0197,technology,Germany,2024-05-05,2024-08-06,Lost,3481.42,0.0,110354.31,903,93.0,0,1,2024Q3
SYN000182,Jonathan Hendon,Rosalind Dwyer,West,GTX Basic,Account_0034,medical,United Kingdom,2025-10-09,2026-01-18,Won,4638.22,4179.75,253674.57,3985,101.0,1,1,2026Q1
SYN000183,Kary Marconi,Dustin Brinkmann,West,GTX Plus Pro,Account_0490,technology,United States,2025-12-06,2026-02-17,Lost,3245.82,0.0,71532.17,601,73.0,0,1,2026Q1
SYN000184,Wilburn Hillebrand,Summer Sewald,Central,GTX Plus Pro,Account_0264,employment,Canada,2024-05-21,2024-07-24,Won,2488.4,2556.95,281885.2,4939,64.0,1,1,2024Q3
SYN000185,Jonathan Everman,Melvin Marxen,East,MG Emperor,Account_0099,entertainment,United States,2025-02-12,2025-04-24,Lost,3428.98,0.0,153602.61,1735,71.0,0,1,2025Q2
SYN000186,Niesha Everman,Dustin Brinkmann,Central,GTX Basic,Account_0343,marketing,United Kingdom,2025-12-25,2026-02-18,Lost,2288.68,0.0,88899.66,482,55.0,0,1,2026Q1
SYN000187,Kami Cordell,Summer Sewald,West,GTX Plus Basic,Account_0324,finance,Japan,2023-02-16,2023-06-11,Lost,5096.28,0.0,296873.91,5554,115.0,0,1,2023Q2
SYN000188,Boris Hendon,Summer Sewald,Central,MG Advanced,Account_0426,finance,Australia,2024-07-07,2024-10-11,Won,4041.69,3990.04,141053.17,1909,96.0,1,1,2024Q4
SYN000189,Anna Herrold,Cara Losch,West,MG Special,Account_0080,telecommunications,Japan,2022-02-24,2022-06-05,Lost,4151.08,0.0,235882.72,4123,101.0,0,1,2022Q2
SYN000190,Zane Sturm,Rosalind Dwyer,Central,GTX Plus Basic,Account_0009,entertainment,United States,2023-12-24,2024-03-04,Lost,3344.75,0.0,262097.96,4280,71.0,0,1,2024Q1
SYN000191,Jonathan Berthelot,Summer Sewald,Central,GTX Basic,Account_0379,marketing,United States,2024-01-18,2024-03-22,Lost,3604.3,0.0,289826.36,4739,64.0,0,1,2024Q1
SYN000192,Wilburn Grunwald,Cara Losch,Central,MG Emperor,Account_0133,software,Germany,2025-01-12,2025-04-03,Won,3833.16,3487.96,152385.26,1863,81.0,1,1,2025Q2
SYN000193,Wilburn Hillebrand,Summer Sewald,Central,GTK 500,Account_0281,telecommunications,Australia,2024-04-25,2024-08-05,Lost,4432.15,0.0,239385.81,4172,102.0,0,1,2024Q3
SYN000194,Gaston Berthelot,Melvin Marxen,East,GTX Basic,Account_0107,technology,Japan,2025-11-22,2026-02-20,Lost,3430.51,0.0,99612.13,969,90.0,0,1,2026Q1
SYN000195,Gaston Nicholson,Summer Sewald,West,MG Emperor,Account_0164,services,Germany,2023-01-01,2023-02-25,Lost,3932.52,0.0,320000.0,5518,55.0,0,1,2023Q1
SYN000196,Corliss Marconi,Rocco Neubert,Central,MG Emperor,Account_0431,marketing,Canada,2025-01-27,2025-03-21,Won,3199.86,2722.56,247699.01,4207,53.0,1,1,2025Q1
SYN000197,Vernita Cordell,Cara Losch,West,GTK Pro,Account_0016,services,Japan,2025-01-09,2025-03-29,Lost,3097.45,0.0,283636.85,4698,79.0,0,1,2025Q1
SYN000198,Boris Nicholson,Rocco Neubert,West,GTX Plus Pro,Account_0197,entertainment,Canada,2023-07-09,2023-10-03,Lost,3085.13,0.0,169586.05,2392,86.0,0,1,2023Q4
SYN000199,Niesha Everman,Dustin Brinkmann,West,GTX Basic,Account_0171,finance,Germany,2025-07-25,2025-10-24,Won,4559.5,4750.98,83362.18,606,91.0,1,1,2025Q4
SYN000200,Niesha Gauna,Dustin Brinkmann,East,GTK 500,Account_0474,services,Australia,2024-05-24,2024-08-01,Won,3002.61,3026.44,183487.65,2975,69.0,1,1,2024Q3
SYN000201,Gaston Grunwald,Rosalind Dwyer,West,MG Emperor,Account_0423,retail,Canada,2024-07-26,2024-09-26,Lost,3488.65,0.0,308643.45,5514,62.0,0,1,2024Q3
SYN000202,Jonathan Hendon,Rosalind Dwyer,East,GTK Pro,Account_0381,medical,Japan,2024-02-16,2024-05-26,Lost,4681.99,0.0,95928.22,896,100.0,0,1,2024Q2
SYN000203,Zane Everman,Dustin Brinkmann,East,GTX Plus Pro,Account_0195,entertainment,Germany,2025-02-01,2025-04-16,Lost,3502.95,0.0,135292.9,1230,74.0,0,1,2025Q2
SYN000204,Marty Marconi,Summer Sewald,East,GTK Pro,Account_0431,telecommunications,Australia,2024-09-17,2024-12-07,Lost,4176.3,0.0,186488.41,3186,81.0,0,1,2024Q4
SYN000205,Anna Herrold,Cara Losch,East,GTK Pro,Account_0112,employment,Germany,2024-06-12,2024-08-15,Lost,2425.55,0.0,137872.16,1785,64.0,0,1,2024Q3
SYN000206,Niesha Cordell,Rosalind Dwyer,Central,GTK 500,Account_0419,marketing,United Kingdom,2023-11-27,2024-01-22,Won,3297.54,3344.95,161842.3,2512,56.0,1,1,2024Q1
SYN000207,Vernita Everman,Cara Losch,East,GTK 500,Account_0303,entertainment,Australia,2025-07-02,2025-09-22,Won,3943.22,3780.2,280623.43,4741,82.0,1,1,2025Q3
SYN000208,Kami Cordell,Summer Sewald,Central,GTX Plus Pro,Account_0079,telecommunications,United States,2023-08-24,,Engaging,4504.7,,289305.89,5002,,0,0,
SYN000209,Gaston Sturm,Rocco Neubert,East,GTK 500,Account_0088,services,Australia,2022-03-15,2022-05-30,Won,3275.7,2819.2,246167.6,3904,76.0,1,1,2022Q2
SYN000210,Jonathan Marconi,Rocco Neubert,Central,GTX Basic,Account_0025,finance,Canada,2025-11-18,2026-02-13,Lost,4550.76,0.0,308406.03,5095,87.0,0,1,2026Q1
SYN000211,Cassey Nicholson,Melvin Marxen,West,GTX Plus Basic,Account_0481,technology,United Kingdom,2025-11-27,2026-03-01,Won,3902.1,3979.65,189789.33,2876,94.0,1,1,2026Q1
SYN000212,Zane Sturm,Rosalind Dwyer,East,GTK 500,Account_0293,retail,Japan,2024-01-25,,Engaging,2057.3,,84773.96,270,,0,0,
SYN000213,Gaston Sturm,Rocco Neubert,East,GTX Basic,Account_0052,employment,United States,2025-07-22,2025-09-26,Won,2403.37,2447.43,88979.14,999,66.0,1,1,2025Q3
SYN000214,Boris Hendon,Summer Sewald,East,MG Advanced,Account_0036,finance,Canada,2022-11-13,2023-02-15,Won,4779.22,4413.51,152491.17,1858,94.0,1,1,2023Q1
SYN000215,Gaston Berthelot,Melvin Marxen,West,MG Emperor,Account_0073,technology,Germany,2023-10-23,2024-01-26,Won,4041.27,3723.4,301696.61,5190,95.0,1,1,2024Q1
SYN000216,Kary Marconi,Dustin Brinkmann,East,MG Advanced,Account_0285,telecommunications,United Kingdom,2022-04-04,2022-07-13,Lost,4110.25,0.0,138917.07,1772,100.0,0,1,2022Q3
SYN000217,Kary Marconi,Dustin Brinkmann,East,GTK Pro,Account_0007,employment,United States,2024-05-13,2024-07-05,Won,2278.68,2291.62,134913.99,1658,53.0,1,1,2024Q3
SYN000218,Gaston Berthelot,Melvin Marxen,Central,GTX Plus Basic,Account_0118,marketing,United Kingdom,2025-04-03,2025-06-13,Lost,2877.98,0.0,135339.48,1702,71.0,0,1,2025Q2
SYN000219,Zane Cordell,Dustin Brinkmann,Central,GTX Plus Pro,Account_0476,services,United States,2023-10-21,,Engaging,3721.78,,291817.76,5118,,0,0,
SYN000220,Niesha Hillebrand,Rosalind Dwyer,Central,MG Special,Account_0474,finance,United Kingdom,2023-04-02,2023-07-16,Lost,5245.72,0.0,284629.49,5321,105.0,0,1,2023Q3
SYN000221,Zane Everman,Dustin Brinkmann,East,MG Special,Account_0414,medical,Australia,2023-10-27,2024-02-15,Lost,5406.88,0.0,294820.81,4803,111.0,0,1,2024Q1
SYN000222,Jonathan Berthelot,Summer Sewald,Central,GTX Plus Pro,Account_0223,services,Australia,2024-11-24,,Engaging,3240.56,,308948.31,5252,,0,0,
SYN000223,Corliss Marconi,Rocco Neubert,West,GTK Pro,Account_0185,services,Australia,2022-09-13,2022-11-05,Won,3780.01,3828.58,295951.7,5384,53.0,1,1,2022Q4
SYN000224,Niesha Gauna,Dustin Brinkmann,East,GTK 500,Account_0314,services,United Kingdom,2022-04-18,2022-06-21,Lost,3341.6,0.0,148889.78,1740,64.0,0,1,2022Q2
SYN000225,Zane Everman,Dustin Brinkmann,East,MG Advanced,Account_0056,employment,Canada,2025-05-18,2025-07-06,Lost,2470.95,0.0,172336.89,2160,49.0,0,1,2025Q3
SYN000226,Cassey Marconi,Rocco Neubert,Central,GTK 500,Account_0298,entertainment,United States,2022-11-05,2023-01-04,Won,3080.76,2640.05,207066.11,3066,60.0,1,1,2023Q1
SYN000227,Zane Cordell,Dustin Brinkmann,East,GTX Basic,Account_0052,marketing,Canada,2024-11-06,2025-01-06,Lost,2638.33,0.0,127451.93,1137,61.0,0,1,2025Q1
SYN000228,Gaston Berthelot,Melvin Marxen,West,MG Emperor,Account_0461,marketing,Australia,2025-07-09,2025-09-06,Lost,3090.91,0.0,300284.67,5148,59.0,0,1,2025Q3
SYN000229,Vernita Cordell,Cara Losch,West,MG Advanced,Account_0105,employment,United States,2025-06-23,2025-08-11,Won,2290.8,2253.86,152105.01,2131,49.0,1,1,2025Q3
SYN000230,Niesha Cordell,Rosalind Dwyer,Central,MG Advanced,Account_0411,technology,Japan,2022-07-08,2022-09-29,Lost,3844.63,0.0,88492.64,798,83.0,0,1,2022Q3
SYN000231,Anna Herrold,Cara Losch,Central,MG Advanced,Account_0039,marketing,Australia,2023-07-02,2023-09-05,Won,3459.36,3078.45,290118.67,5100,65.0,1,1,2023Q3
SYN000232,Cassey Marconi,Rocco Neubert,Central,GTX Plus Pro,Account_0396,software,Germany,2023-06-14,2023-08-17,Won,4067.46,3909.69,156990.92,2209,64.0,1,1,2023Q3
SYN000233,Gaston Nicholson,Summer Sewald,West,MG Advanced,Account_0473,finance,Canada,2025-03-16,2025-06-30,Won,4670.19,4831.49,320000.0,5863,106.0,1,1,2025Q2
SYN000234,Corliss Hillebrand,Dustin Brinkmann,West,GTX Plus Basic,Account_0160,medical,Canada,2022-09-19,2023-01-11,Lost,5246.68,0.0,286915.66,4952,114.0,0,1,2023Q1
SYN000235,Kami Herrold,Cara Losch,East,GTK 500,Account_0089,retail,Australia,2022-09-04,,Engaging,2654.78,,115691.4,865,,0,0,
SYN000236,Boris Sturm,Cara Losch,Central,MG Emperor,Account_0174,technology,United States,2023-01-21,2023-04-01,Won,3453.62,3089.55,91421.62,1058,70.0,1,1,2023Q2
SYN000237,Marty Vinning,Melvin Marxen,Central,GTX Plus Pro,Account_0266,technology,Germany,2025-01-23,2025-04-03,Won,3630.42,3154.33,202121.19,2768,70.0,1,1,2025Q2
SYN000238,Anna Herrold,Cara Losch,East,GTK 500,Account_0188,marketing,Japan,2025-06-05,2025-08-17,Lost,3167.5,0.0,135856.17,1914,73.0,0,1,2025Q3
SYN000239,Marty Everman,Rocco Neubert,East,MG Special,Account_0072,retail,Canada,2022-08-07,2022-09-26,Lost,2938.15,0.0,320000.0,5994,50.0,0,1,2022Q3
SYN000240,Gaston Sturm,Rocco Neubert,Central,MG Special,Account_0186,retail,Australia,2025-11-04,2026-01-13,Lost,2604.13,0.0,121602.92,965,70.0,0,1,2026Q1
SYN000241,Zane Everman,Dustin Brinkmann,Central,MG Special,Account_0392,employment,Australia,2022-03-16,2022-05-18,Won,2347.31,2078.96,127250.55,1202,63.0,1,1,2022Q2
SYN000242,Gaston Sturm,Rocco Neubert,Central,MG Emperor,Account_0441,technology,United States,2025-05-09,,Engaging,3960.65,,153514.38,2460,,0,0,
SYN000243,Wilburn Grunwald,Cara Losch,East,GTX Plus Basic,Account_0464,employment,Canada,2022-04-19,2022-05-30,Lost,2280.98,0.0,154808.77,2211,41.0,0,1,2022Q2
SYN000244,Vernita Cordell,Cara Losch,Central,GTK Pro,Account_0242,employment,United Kingdom,2023-12-07,2024-01-23,Won,1846.69,1901.95,60525.64,279,47.0,1,1,2024Q1
SYN000245,Wilburn Hillebrand,Summer Sewald,West,GTX Plus Pro,Account_0220,medical,Canada,2022-08-13,2022-11-27,Lost,4651.74,0.0,252792.51,4321,106.0,0,1,2022Q4
SYN000246,Kami Cordell,Summer Sewald,East,GTX Plus Basic,Account_0333,technology,Japan,2023-07-26,,Engaging,3650.07,,201668.91,3361,,0,0,
SYN000247,Marty Marconi,Summer Sewald,West,MG Emperor,Account_0269,technology,United States,2025-01-08,,Engaging,3641.61,,144904.49,2135,,0,0,
SYN000248,Kary Marconi,Dustin Brinkmann,Central,GTK 500,Account_0113,services,Germany,2025-09-22,2025-11-15,Won,3173.53,2732.91,282643.92,5291,54.0,1,1,2025Q4
SYN000249,Zane Sturm,Rosalind Dwyer,Central,MG Advanced,Account_0467,medical,Germany,2025-05-27,2025-09-23,Lost,4542.61,0.0,198417.99,2873,119.0,0,1,2025Q3
SYN000250,Marty Everman,Rocco Neubert,East,MG Emperor,Account_0493,technology,Canada,2022-08-24,2022-11-25,Won,3859.47,3683.61,162046.76,1897,93.0,1,1,2022Q4
SYN000251,Boris Sturm,Cara Losch,Central,GTK 500,Account_0284,finance,Japan,2022-01-08,2022-04-19,Won,4505.37,4101.13,207279.86,2967,101.0,1,1,2022Q2
SYN000252,Gaston Nicholson,Summer Sewald,Central,GTK 500,Account_0480,technology,Australia,2023-07-01,2023-09-17,Lost,4122.57,0.0,144661.85,1833,78.0,0,1,2023Q3
SYN000253,Niesha Cordell,Rosalind Dwyer,Central,GTX Basic,Account_0144,medical,United States,2022-03-12,2022-06-17,Won,4992.96,5046.44,317018.51,5439,97.0,1,1,2022Q2
SYN000254,Kami Herrold,Cara Losch,Central,MG Special,Account_0302,software,United Kingdom,2022-12-26,2023-03-03,Won,4047.36,4236.91,199386.98,2838,67.0,1,1,2023Q1
SYN000255,Niesha Cordell,Rosalind Dwyer,West,MG Advanced,Account_0406,entertainment,United Kingdom,2025-02-22,2025-04-24,Lost,3607.14,0.0,277434.75,5119,61.0,0,1,2025Q2
SYN000256,Niesha Hillebrand,Rosalind Dwyer,East,MG Emperor,Account_0460,software,Germany,2025-03-13,2025-05-17,Won,4042.79,3514.39,213909.34,3615,65.0,1,1,2025Q2
SYN000257,Marty Vinning,Melvin Marxen,East,GTX Basic,Account_0295,technology,United States,2024-05-19,2024-08-06,Lost,3440.09,0.0,120203.29,1456,79.0,0,1,2024Q3
SYN000258,Boris Hendon,Summer Sewald,West,GTK Pro,Account_0417,technology,United States,2024-06-14,2024-09-07,Won,4508.61,4382.54,272308.28,5158,85.0,1,1,2024Q3
SYN000259,Gaston Nicholson,Summer Sewald,East,GTX Plus Pro,Account_0277,marketing,Japan,2025-11-25,2026-02-04,Lost,2399.12,0.0,95322.01,904,71.0,0,1,2026Q1
SYN000260,Kami Herrold,Cara Losch,West,GTK 500,Account_0047,software,Germany,2022-11-08,2023-02-03,Won,3729.76,3268.13,272942.7,4670,87.0,1,1,2023Q1
SYN000261,Zane Everman,Dustin Brinkmann,East,MG Special,Account_0355,finance,Japan,2025-03-19,2025-06-24,Won,4956.09,4549.27,198494.44,3295,97.0,1,1,2025Q2
SYN000262,Jonathan Everman,Melvin Marxen,Central,GTX Plus Pro,Account_0485,medical,Canada,2025-07-07,2025-10-30,Lost,4786.38,0.0,229208.89,3725,115.0,0,1,2025Q4
SYN000263,Boris Purl,Melvin Marxen,East,MG Special,Account_0258,medical,Australia,2023-11-25,2024-03-08,Lost,4822.57,0.0,73553.56,708,104.0,0,1,2024Q1
SYN000264,Anna Herrold,Cara Losch,East,MG Emperor,Account_0151,telecommunications,Canada,2024-07-06,2024-10-04,Lost,3994.54,0.0,179656.77,2929,90.0,0,1,2024Q4
SYN000265,Cassey Marconi,Rocco Neubert,West,GTX Plus Pro,Account_0015,marketing,Canada,2022-04-16,2022-06-22,Lost,2887.24,0.0,184502.04,2830,67.0,0,1,2022Q2
SYN000266,Wilburn Hillebrand,Summer Sewald,Central,GTX Plus Pro,Account_0103,retail,Germany,2024-06-02,2024-08-13,Won,2628.61,2369.14,273515.62,4492,72.0,1,1,2024Q3
SYN000267,Marty Marconi,Summer Sewald,West,GTX Plus Pro,Account_0214,marketing,Australia,2024-02-06,2024-04-23,Won,2983.83,2542.89,96230.1,1071,77.0,1,1,2024Q2
SYN000268,Cassey Nicholson,Melvin Marxen,Central,MG Special,Account_0495,retail,Japan,2025-06-04,,Engaging,2805.33,,177257.59,2231,,0,0,
SYN000269,Jonathan Hendon,Rosalind Dwyer,East,GTX Plus Pro,Account_0200,employment,United Kingdom,2025-07-10,,Engaging,2532.49,,130659.54,1753,,0,0,
SYN000270,Wilburn Grunwald,Cara Losch,Central,GTX Plus Pro,Account_0052,medical,United Kingdom,2023-03-02,,Engaging,4926.9,,286815.65,5399,,0,0,
SYN000271,Marty Vinning,Melvin Marxen,East,GTX Basic,Account_0444,entertainment,Germany,2024-04-05,,Engaging,3900.49,,256417.06,4558,,0,0,
SYN000272,Niesha Everman,Dustin Brinkmann,West,GTK 500,Account_0321,marketing,Canada,2022-04-10,2022-06-16,Lost,2426.28,0.0,141761.19,1750,67.0,0,1,2022Q2
SYN000273,Zane Cordell,Dustin Brinkmann,West,GTX Plus Pro,Account_0373,entertainment,Germany,2024-12-27,2025-02-27,Won,3338.71,2848.51,251395.31,4350,62.0,1,1,2025Q1
SYN000274,Wilburn Grunwald,Cara Losch,West,MG Emperor,Account_0466,marketing,United Kingdom,2023-01-06,2023-02-24,Won,2983.21,3057.78,152260.12,1956,49.0,1,1,2023Q1
SYN000275,Vernita Cordell,Cara Losch,Central,GTK 500,Account_0483,medical,Germany,2023-09-18,,Engaging,4616.84,,77665.59,232,,0,0,
SYN000276,Niesha Cordell,Rosalind Dwyer,East,GTK 500,Account_0495,software,United Kingdom,2025-03-21,2025-05-26,Lost,3945.2,0.0,147409.91,1839,66.0,0,1,2025Q2
SYN000277,Vernita Cordell,Cara Losch,Central,GTK 500,Account_0382,finance,Germany,2024-05-07,2024-08-16,Lost,4871.61,0.0,204903.16,3617,101.0,0,1,2024Q3
SYN000278,Marty Vinning,Melvin Marxen,Central,GTX Basic,Account_0436,technology,Canada,2023-09-23,2023-12-04,Won,4286.28,4282.17,253569.45,4720,72.0,1,1,2023Q4
SYN000279,Jonathan Everman,Melvin Marxen,West,GTK Pro,Account_0257,marketing,United Kingdom,2023-11-19,2024-01-15,Won,2769.86,2812.85,209188.89,3630,57.0,1,1,2024Q1
SYN000280,Gaston Sturm,Rocco Neubert,East,GTK Pro,Account_0450,services,United States,2024-01-19,2024-03-28,Won,3906.31,3450.44,313929.92,5912,69.0,1,1,2024Q1
SYN000281,Niesha Gauna,Dustin Brinkmann,West,GTK Pro,Account_0485,services,Germany,2024-02-07,2024-04-21,Lost,3612.06,0.0,299365.34,5645,74.0,0,1,2024Q2
SYN000282,Vernita Cordell,Cara Losch,East,GTK 500,Account_0239,services,United Kingdom,2024-05-17,2024-07-25,Won,2720.66,2460.06,148204.58,1629,69.0,1,1,2024Q3
SYN000283,Niesha Everman,Dustin Brinkmann,Central,MG Special,Account_0141,telecommunications,United States,2025-06-14,2025-09-17,Lost,4614.2,0.0,223183.55,3828,95.0,0,1,2025Q3
SYN000284,Zane Cordell,Dustin Brinkmann,East,GTK Pro,Account_0478,medical,United States,2024-12-11,2025-03-30,Lost,5015.13,0.0,129445.45,1824,109.0,0,1,2025Q1
SYN000285,Wilburn Hillebrand,Summer Sewald,East,GTK Pro,Account_0402,employment,United Kingdom,2025-07-12,2025-08-24,Won,2403.2,2220.96,98792.44,1254,43.0,1,1,2025Q3
